date,survey,survey_n,transect_type,transect,model_sedimentation_class,n_meters,transect_mean_depth_cm,transect_mean_baseline_cm,transect_mean_delta_cm,max_meter_mean_delta_cm,max_raw_delta_cm,n_meters_mean_gt_1cm,pct_meters_mean_gt_1cm,sedimentation_impact,main_50m_sedimentation_impact
2025-09-22,Baseline,0,Permanent,ST38,0 cm predicted (outside),151,0.7229580573951435,0.7229580573951435,0,0,4.333333333333334,0,0,FALSE,FALSE
2025-09-15,Baseline,0,Permanent,ST4,0 cm predicted (outside),51,1.6993464052287581,1.6993464052287581,0,0,11.166666666666666,0,0,FALSE,FALSE
2025-09-15,Baseline,0,Permanent,ST40,0 cm predicted (outside),51,0.4967320261437908,0.4967320261437908,0,0,3.5,0,0,FALSE,FALSE
2025-09-23,Baseline,0,Permanent,ST45,0 cm predicted (outside),51,0.5816993464052287,0.5816993464052287,0,0,3.8333333333333335,0,0,FALSE,FALSE
2025-11-06,Con1,1,Permanent,ST22,1.0 cm predicted (dashed red),51,1.4673202614379086,2.1797385620915035,-0.7124183006535949,2.3333333333333335,5.666666666666667,3,0.058823529411764705,FALSE,FALSE
2025-11-06,Con1,1,Permanent,ST31,1.0 cm predicted (dashed red),51,1.5294117647058825,2.104575163398693,-0.5751633986928104,7,8,10,0.19607843137254902,FALSE,FALSE
2025-11-06,Con1,1,Permanent,ST28,1.5 mm predicted (solid red),51,0.6601307189542484,0.8006535947712418,-0.1405228758169934,1.5,4.166666666666667,6,0.11764705882352941,FALSE,FALSE
2025-11-06,Con1,1,Permanent,ST5,1.5 mm predicted (solid red),51,0.4150326797385621,0.5849673202614379,-0.16993464052287582,2.166666666666667,6.833333333333333,5,0.09803921568627451,FALSE,FALSE
2025-11-06,Con1,1,Permanent,ST1,0 cm predicted (outside),51,0.48366013071895425,0.6274509803921569,-0.1437908496732026,2,6.666666666666667,4,0.0784313725490196,FALSE,TRUE
2025-11-06,Con1,1,Permanent,ST2,0 cm predicted (outside),51,0.39215686274509803,0.8398692810457516,-0.4477124183006536,1.6666666666666667,5,1,0.0196078431372549,FALSE,FALSE
2025-11-07,Con1,1,Permanent,ST34,0 cm predicted (outside),51,1.565359477124183,1.5686274509803921,-0.0032679738562091387,2.833333333333333,8.166666666666666,15,0.29411764705882354,FALSE,FALSE
2025-11-07,Con1,1,Permanent,ST35,0 cm predicted (outside),51,0.3627450980392157,0.49346405228758167,-0.130718954248366,0.6666666666666667,1.8333333333333333,0,0,FALSE,FALSE
2025-11-07,Con1,1,Permanent,ST36,0 cm predicted (outside),51,1.2549019607843137,1.7352941176470589,-0.48039215686274517,6.833333333333334,9.166666666666666,4,0.0784313725490196,FALSE,FALSE
2025-11-07,Con1,1,Permanent,ST38,0 cm predicted (outside),51,0.38888888888888884,0.8790849673202614,-0.4901960784313726,0.6666666666666667,1.8333333333333333,0,0,FALSE,FALSE
2025-11-06,Con1,1,Permanent,ST4,0 cm predicted (outside),51,1.0326797385620914,1.6993464052287581,-0.6666666666666667,2.6666666666666665,12.333333333333334,9,0.17647058823529413,FALSE,FALSE
2025-11-07,Con1,1,Permanent,ST40,0 cm predicted (outside),51,0.5522875816993464,0.4967320261437908,0.055555555555555636,2.1666666666666665,6.5,3,0.058823529411764705,FALSE,FALSE
2025-11-06,Con1,1,Permanent,ST45,0 cm predicted (outside),51,0.43464052287581695,0.5816993464052287,-0.14705882352941174,5.333333333333333,12,3,0.058823529411764705,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST22,1.0 cm predicted (dashed red),51,0.6993464052287581,2.1797385620915035,-1.4803921568627454,1,6.666666666666666,1,0.0196078431372549,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST31,1.0 cm predicted (dashed red),51,1.781045751633987,2.104575163398693,-0.32352941176470584,2.666666666666667,9,11,0.21568627450980393,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST28,1.5 mm predicted (solid red),51,1.1895424836601307,0.8006535947712418,0.38888888888888895,2.666666666666667,6.166666666666667,14,0.27450980392156865,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST5,1.5 mm predicted (solid red),51,0.4150326797385621,0.5849673202614379,-0.16993464052287582,1.6666666666666667,5,4,0.0784313725490196,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST1,0 cm predicted (outside),51,0.4183006535947712,0.6274509803921569,-0.20915032679738566,3,6.666666666666667,3,0.058823529411764705,FALSE,TRUE
2025-11-17,Con2,2,Permanent,ST2,0 cm predicted (outside),51,0.34313725490196073,0.8398692810457516,-0.4967320261437909,1.1666666666666667,3,2,0.0392156862745098,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST34,0 cm predicted (outside),51,1.3300653594771241,1.5686274509803921,-0.23856209150326801,4.833333333333334,11.333333333333334,9,0.17647058823529413,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST35,0 cm predicted (outside),51,0.24836601307189543,0.49346405228758167,-0.24509803921568624,0.6666666666666667,2.6666666666666665,0,0,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST36,0 cm predicted (outside),51,0.8888888888888888,1.7352941176470589,-0.84640522875817,3.9999999999999996,8.666666666666666,5,0.09803921568627451,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST38,0 cm predicted (outside),51,0.1503267973856209,0.8790849673202614,-0.7287581699346405,0.5,1.3333333333333335,0,0,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST4,0 cm predicted (outside),51,1.3594771241830064,1.6993464052287581,-0.33986928104575176,6,13.333333333333334,5,0.09803921568627451,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST40,0 cm predicted (outside),51,0.434640522875817,0.4967320261437908,-0.0620915032679738,2.5,6,2,0.0392156862745098,FALSE,FALSE
2025-11-17,Con2,2,Permanent,ST45,0 cm predicted (outside),51,0.40522875816993464,0.5816993464052287,-0.17647058823529405,2,6,1,0.0196078431372549,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST22,1.0 cm predicted (dashed red),51,1.1993464052287581,2.1797385620915035,-0.9803921568627454,2.166666666666667,8.833333333333334,3,0.058823529411764705,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST31,1.0 cm predicted (dashed red),51,1.4705882352941175,2.104575163398693,-0.6339869281045754,5.166666666666666,8,9,0.17647058823529413,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST28,1.5 mm predicted (solid red),51,0.8986928104575165,0.8006535947712418,0.09803921568627472,3.9999999999999996,5.333333333333333,10,0.19607843137254902,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST5,1.5 mm predicted (solid red),51,0.41830065359477125,0.5849673202614379,-0.16666666666666669,2.3333333333333335,7.333333333333333,3,0.058823529411764705,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST1,0 cm predicted (outside),51,0.5130718954248366,0.6274509803921569,-0.1143790849673203,2.6666666666666665,7.166666666666667,4,0.0784313725490196,FALSE,TRUE
2025-11-26,Con3,3,Permanent,ST2,0 cm predicted (outside),51,0.29411764705882354,0.8398692810457516,-0.5457516339869282,0.16666666666666666,2.1666666666666665,0,0,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST34,0 cm predicted (outside),51,1.2777777777777777,1.5686274509803921,-0.29084967320261446,3.1666666666666665,7,10,0.19607843137254902,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST35,0 cm predicted (outside),51,0.2091503267973856,0.49346405228758167,-0.28431372549019607,0.5,0.8333333333333334,0,0,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST36,0 cm predicted (outside),51,1.022875816993464,1.7352941176470589,-0.7124183006535949,2.3333333333333335,6,4,0.0784313725490196,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST38,0 cm predicted (outside),51,0.2973856209150327,0.8790849673202614,-0.5816993464052287,0.3333333333333333,2.5,0,0,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST4,0 cm predicted (outside),51,1.150326797385621,1.6993464052287581,-0.5490196078431371,1.8333333333333335,8.166666666666666,3,0.058823529411764705,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST40,0 cm predicted (outside),51,0.3986928104575163,0.4967320261437908,-0.0980392156862745,1.6666666666666667,4.833333333333333,4,0.0784313725490196,FALSE,FALSE
2025-11-26,Con3,3,Permanent,ST45,0 cm predicted (outside),51,0.4901960784313726,0.5816993464052287,-0.0915032679738561,3.5,7,4,0.0784313725490196,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST22,1.0 cm predicted (dashed red),51,1.3202614379084967,2.1797385620915035,-0.8594771241830068,3.5,6,5,0.09803921568627451,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST31,1.0 cm predicted (dashed red),51,1.7026143790849673,2.104575163398693,-0.4019607843137256,3.333333333333333,9,9,0.17647058823529413,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST28,1.5 mm predicted (solid red),51,0.8594771241830066,0.8006535947712418,0.05882352941176483,2.8333333333333335,6.666666666666667,8,0.1568627450980392,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST5,1.5 mm predicted (solid red),51,0.5,0.5849673202614379,-0.08496732026143794,3.6666666666666665,11.166666666666666,3,0.058823529411764705,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST1,0 cm predicted (outside),51,0.43790849673202614,0.6274509803921569,-0.1895424836601307,1.5,4.5,3,0.058823529411764705,FALSE,TRUE
2025-12-05,Con4,4,Permanent,ST2,0 cm predicted (outside),51,0.42810457516339867,0.8398692810457516,-0.411764705882353,3.666666666666666,7.333333333333333,3,0.058823529411764705,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST34,0 cm predicted (outside),51,1.2908496732026145,1.5686274509803921,-0.2777777777777777,4.666666666666666,10.166666666666666,9,0.17647058823529413,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST35,0 cm predicted (outside),51,0.11437908496732024,0.49346405228758167,-0.3790849673202614,0.6666666666666667,2.666666666666667,0,0,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST36,0 cm predicted (outside),51,0.8627450980392157,1.7352941176470589,-0.8725490196078431,1.8333333333333333,4.833333333333334,3,0.058823529411764705,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST38,0 cm predicted (outside),51,0.38235294117647056,0.8790849673202614,-0.49673202614379086,0.6666666666666666,3.3333333333333335,0,0,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST4,0 cm predicted (outside),51,1.4738562091503267,1.6993464052287581,-0.22549019607843146,9.333333333333332,15.166666666666668,7,0.13725490196078433,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST40,0 cm predicted (outside),51,0.37254901960784315,0.4967320261437908,-0.12418300653594766,2,7,2,0.0392156862745098,FALSE,FALSE
2025-12-05,Con4,4,Permanent,ST45,0 cm predicted (outside),51,0.4215686274509804,0.5816993464052287,-0.1601307189542483,2.333333333333333,7.666666666666667,1,0.0196078431372549,FALSE,FALSE
2025-12-14,Con5,5,Permanent,ST22,1.0 cm predicted (dashed red),51,1.0947712418300652,2.1797385620915035,-1.0849673202614383,2.1666666666666665,8.5,3,0.058823529411764705,FALSE,FALSE
2025-12-14,Con5,5,Permanent,ST28,1.5 mm predicted (solid red),51,0.7908496732026143,0.8006535947712418,-0.009803921568627416,3.166666666666667,5.333333333333333,9,0.17647058823529413,FALSE,FALSE
2025-12-14,Con5,5,Permanent,ST5,1.5 mm predicted (solid red),51,0.42483660130718953,0.5849673202614379,-0.1601307189542484,1.8333333333333333,4.166666666666667,6,0.11764705882352941,FALSE,FALSE
2025-12-14,Con5,5,Permanent,ST1,0 cm predicted (outside),51,0.39869281045751637,0.6274509803921569,-0.2287581699346405,1,4,2,0.0392156862745098,FALSE,TRUE
2025-12-14,Con5,5,Permanent,ST2,0 cm predicted (outside),51,0.3104575163398693,0.8398692810457516,-0.5294117647058824,2.1666666666666665,4.5,1,0.0196078431372549,FALSE,FALSE
2025-12-14,Con5,5,Permanent,ST35,0 cm predicted (outside),51,0.03921568627450981,0.49346405228758167,-0.45424836601307184,0.16666666666666666,0.5,0,0,FALSE,FALSE
2025-12-14,Con5,5,Permanent,ST38,0 cm predicted (outside),51,0.2549019607843137,0.8790849673202614,-0.6241830065359477,0.6666666666666666,1.5,0,0,FALSE,FALSE
2025-12-14,Con5,5,Permanent,ST4,0 cm predicted (outside),51,1.022875816993464,1.6993464052287581,-0.6764705882352942,2.8333333333333335,6.166666666666666,5,0.09803921568627451,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST22,1.0 cm predicted (dashed red),51,1.2483660130718954,2.1797385620915035,-0.9313725490196081,3.833333333333334,6,2,0.0392156862745098,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST31,1.0 cm predicted (dashed red),51,2.0130718954248366,2.104575163398693,-0.09150326797385633,6.166666666666667,8.5,14,0.27450980392156865,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST28,1.5 mm predicted (solid red),51,0.8823529411764706,0.8006535947712418,0.0816993464052288,1.8333333333333333,3.8333333333333335,9,0.17647058823529413,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST5,1.5 mm predicted (solid red),51,0.5620915032679739,0.5849673202614379,-0.022875816993464082,3,7,5,0.09803921568627451,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST1,0 cm predicted (outside),51,0.4542483660130719,0.6274509803921569,-0.17320261437908496,1.5,5.666666666666666,2,0.0392156862745098,FALSE,TRUE
2025-12-29,Con6,6,Permanent,ST2,0 cm predicted (outside),51,0.35620915032679734,0.8398692810457516,-0.4836601307189543,3.5000000000000004,11.833333333333334,5,0.09803921568627451,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST34,0 cm predicted (outside),51,0.6176470588235294,1.5686274509803921,-0.9509803921568627,3.8333333333333335,6.333333333333333,4,0.0784313725490196,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST35,0 cm predicted (outside),51,0.055555555555555546,0.49346405228758167,-0.43790849673202614,0.5,1.8333333333333333,0,0,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST36,0 cm predicted (outside),51,0.8954248366013071,1.7352941176470589,-0.8398692810457518,3.333333333333333,5.666666666666667,4,0.0784313725490196,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST38,0 cm predicted (outside),51,0.35620915032679734,0.8790849673202614,-0.5228758169934641,1.3333333333333335,6.666666666666667,2,0.0392156862745098,FALSE,TRUE
2025-12-29,Con6,6,Permanent,ST4,0 cm predicted (outside),51,1.1176470588235294,1.6993464052287581,-0.5816993464052287,5.333333333333333,8.666666666666668,5,0.09803921568627451,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST40,0 cm predicted (outside),51,0.27777777777777785,0.4967320261437908,-0.21895424836601296,0.6666666666666666,1.8333333333333335,0,0,FALSE,FALSE
2025-12-29,Con6,6,Permanent,ST45,0 cm predicted (outside),51,0.39542483660130723,0.5816993464052287,-0.18627450980392146,1.3333333333333335,5,2,0.0392156862745098,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST22,1.0 cm predicted (dashed red),51,1.4248366013071894,2.1797385620915035,-0.7549019607843142,3.833333333333333,9.5,6,0.11764705882352941,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST31,1.0 cm predicted (dashed red),51,2.104575163398693,2.104575163398693,0,4.833333333333333,14.5,16,0.3137254901960784,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST28,1.5 mm predicted (solid red),51,1.1928104575163399,0.8006535947712418,0.3921568627450981,2.5,6.666666666666667,17,0.3333333333333333,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST5,1.5 mm predicted (solid red),51,0.4738562091503268,0.5849673202614379,-0.11111111111111116,1.5,4.5,7,0.13725490196078433,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST1,0 cm predicted (outside),51,0.630718954248366,0.6274509803921569,0.0032679738562091387,2.333333333333333,4.833333333333333,8,0.1568627450980392,FALSE,TRUE
2026-01-07,Con7,7,Permanent,ST2,0 cm predicted (outside),51,0.3790849673202614,0.8398692810457516,-0.4607843137254902,1,4.5,2,0.0392156862745098,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST34,0 cm predicted (outside),51,1.4967320261437909,1.5686274509803921,-0.07189542483660127,5,11.333333333333334,13,0.2549019607843137,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST35,0 cm predicted (outside),51,0.12745098039215685,0.49346405228758167,-0.3660130718954248,0.33333333333333337,0.6666666666666667,0,0,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST36,0 cm predicted (outside),51,0.934640522875817,1.7352941176470589,-0.8006535947712419,1.8333333333333333,5.666666666666667,3,0.058823529411764705,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST38,0 cm predicted (outside),51,0.22222222222222224,0.8790849673202614,-0.6568627450980392,1,3,1,0.0196078431372549,FALSE,TRUE
2026-01-07,Con7,7,Permanent,ST4,0 cm predicted (outside),51,1.222222222222222,1.6993464052287581,-0.47712418300653603,5,10.666666666666666,6,0.11764705882352941,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST40,0 cm predicted (outside),51,0.30718954248366015,0.4967320261437908,-0.18954248366013066,0.8333333333333333,5,0,0,FALSE,FALSE
2026-01-07,Con7,7,Permanent,ST45,0 cm predicted (outside),51,0.3235294117647059,0.5816993464052287,-0.2581699346405228,1.3333333333333333,4.5,2,0.0392156862745098,FALSE,FALSE
2026-01-17,Con8,8,Permanent,ST22,1.0 cm predicted (dashed red),51,1.7549019607843137,2.1797385620915035,-0.4248366013071898,3.833333333333333,12,10,0.19607843137254902,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST31,1.0 cm predicted (dashed red),51,2.0980392156862746,2.104575163398693,-0.0065359477124182774,5.333333333333334,11.833333333333334,14,0.27450980392156865,FALSE,FALSE
2026-01-17,Con8,8,Permanent,ST28,1.5 mm predicted (solid red),51,2.366013071895425,0.8006535947712418,1.5653594771241832,15.166666666666666,15.666666666666666,19,0.37254901960784315,TRUE,FALSE
2026-01-15,Con8,8,Permanent,ST5,1.5 mm predicted (solid red),51,0.7254901960784313,0.5849673202614379,0.1405228758169934,2.333333333333333,5.666666666666667,10,0.19607843137254902,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST1,0 cm predicted (outside),51,0.6862745098039216,0.6274509803921569,0.05882352941176472,1.8333333333333335,6.166666666666667,7,0.13725490196078433,FALSE,TRUE
2026-01-15,Con8,8,Permanent,ST2,0 cm predicted (outside),51,0.5065359477124183,0.8398692810457516,-0.33333333333333337,3,6.5,3,0.058823529411764705,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST34,0 cm predicted (outside),51,1.150326797385621,1.5686274509803921,-0.4183006535947711,2.6666666666666665,7,7,0.13725490196078433,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST35,0 cm predicted (outside),51,0.12418300653594773,0.49346405228758167,-0.36928104575163395,0.33333333333333337,1.5,0,0,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST36,0 cm predicted (outside),51,0.9052287581699346,1.7352941176470589,-0.8300653594771242,3,4.833333333333334,4,0.0784313725490196,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST38,0 cm predicted (outside),51,0.5588235294117647,0.8790849673202614,-0.3202614379084967,1.1666666666666665,3.666666666666667,2,0.0392156862745098,FALSE,TRUE
2026-01-15,Con8,8,Permanent,ST4,0 cm predicted (outside),51,1.2777777777777777,1.6993464052287581,-0.42156862745098045,5.666666666666666,9.333333333333334,9,0.17647058823529413,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST40,0 cm predicted (outside),51,0.20261437908496727,0.4967320261437908,-0.29411764705882354,0.8333333333333334,2,0,0,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST45,0 cm predicted (outside),51,0.46078431372549017,0.5816993464052287,-0.12091503267973852,1.9999999999999996,6,2,0.0392156862745098,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST22,1.0 cm predicted (dashed red),51,1.526143790849673,2.1797385620915035,-0.6535947712418304,2.666666666666667,6.166666666666666,8,0.1568627450980392,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST31,1.0 cm predicted (dashed red),51,2.441176470588235,2.104575163398693,0.3366013071895422,7.666666666666666,11.166666666666666,14,0.27450980392156865,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST28,1.5 mm predicted (solid red),51,2.2516339869281046,0.8006535947712418,1.450980392156863,11.833333333333332,12.666666666666666,20,0.39215686274509803,TRUE,FALSE
2026-01-24,Con9,9,Permanent,ST1,0 cm predicted (outside),51,0.565359477124183,0.6274509803921569,-0.06209150326797386,1.6666666666666665,4.5,5,0.09803921568627451,FALSE,TRUE
2026-01-24,Con9,9,Permanent,ST2,0 cm predicted (outside),51,0.16993464052287582,0.8398692810457516,-0.6699346405228759,1.1666666666666667,3.5,1,0.0196078431372549,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST34,0 cm predicted (outside),51,1.9934640522875817,1.5686274509803921,0.4248366013071896,3.3333333333333335,7.666666666666667,18,0.35294117647058826,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST35,0 cm predicted (outside),51,0.3398692810457516,0.49346405228758167,-0.15359477124183007,1,2.5,1,0.0196078431372549,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST36,0 cm predicted (outside),51,1.3006535947712419,1.7352941176470589,-0.434640522875817,2.333333333333333,5.333333333333334,9,0.17647058823529413,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST38,0 cm predicted (outside),51,0.28431372549019607,0.8790849673202614,-0.5947712418300654,0.6666666666666666,2.5,0,0,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST4,0 cm predicted (outside),51,1.1764705882352942,1.6993464052287581,-0.522875816993464,2,7.333333333333333,8,0.1568627450980392,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST40,0 cm predicted (outside),51,0.5032679738562091,0.4967320261437908,0.006535947712418333,2.8333333333333335,6.833333333333333,2,0.0392156862745098,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST45,0 cm predicted (outside),51,0.6339869281045751,0.5816993464052287,0.05228758169934644,2,5.666666666666666,4,0.0784313725490196,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST22,1.0 cm predicted (dashed red),51,1.8006535947712419,2.1797385620915035,-0.37908496732026165,3.166666666666667,8.5,11,0.21568627450980393,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST31,1.0 cm predicted (dashed red),51,2.444444444444444,2.104575163398693,0.3398692810457513,5.333333333333332,9.833333333333334,17,0.3333333333333333,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST28,1.5 mm predicted (solid red),51,1.1111111111111112,0.8006535947712418,0.3104575163398694,3,5,13,0.2549019607843137,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST5,1.5 mm predicted (solid red),51,0.32026143790849676,0.5849673202614379,-0.2647058823529412,1.5,4.5,6,0.11764705882352941,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST1,0 cm predicted (outside),51,0.4771241830065359,0.6274509803921569,-0.15032679738562094,2.833333333333333,6.166666666666667,2,0.0392156862745098,FALSE,TRUE
2026-02-05,Con10,10,Permanent,ST2,0 cm predicted (outside),51,0.26143790849673204,0.8398692810457516,-0.5784313725490196,1.3333333333333333,3.5,5,0.09803921568627451,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST34,0 cm predicted (outside),51,1.0947712418300655,1.5686274509803921,-0.47385620915032667,3.0000000000000004,7.333333333333334,7,0.13725490196078433,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST35,0 cm predicted (outside),51,0.37254901960784303,0.49346405228758167,-0.12091503267973863,1.8333333333333333,3.6666666666666665,8,0.1568627450980392,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST36,0 cm predicted (outside),51,0.5882352941176471,1.7352941176470589,-1.1470588235294117,2.5,8.166666666666666,1,0.0196078431372549,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST38,0 cm predicted (outside),51,0.5620915032679739,0.8790849673202614,-0.31699346405228757,1.5,4.166666666666667,1,0.0196078431372549,FALSE,TRUE
2026-02-05,Con10,10,Permanent,ST4,0 cm predicted (outside),51,1.8104575163398693,1.6993464052287581,0.11111111111111116,5.666666666666667,14.666666666666668,14,0.27450980392156865,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST40,0 cm predicted (outside),51,0.3104575163398693,0.4967320261437908,-0.18627450980392152,1,2.3333333333333335,1,0.0196078431372549,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST45,0 cm predicted (outside),51,0.5163398692810457,0.5816993464052287,-0.065359477124183,2.6666666666666665,4.833333333333333,4,0.0784313725490196,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST22,1.0 cm predicted (dashed red),51,2.042483660130719,2.1797385620915035,-0.13725490196078471,6,15,15,0.29411764705882354,FALSE,FALSE
